Filename	Seg	WC	WPS	Sixltr	Dic	funct	pronoun	ppron	i	we	you	shehe	they	ipron	article	verb	auxverb	past	present	future	adverb	preps	conj	negate	quant	number	swear	social	family	friend	humans	affect	posemo	negemo	anx	anger	sad	cogmech	insight	cause	discrep	tentat	certain	inhib	incl	excl	percept	see	hear	feel	bio	body	health	sexual	ingest	relativ	motion	space	time	work	achieve	leisure	home	money	relig	death	assent	nonfl	filler	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP	AllPct
2005_01_05_1639594.txt	1	90	22.50	20.00	84.44	48.89	8.89	0.00	0.00	0.00	0.00	0.00	0.00	8.89	12.22	13.33	11.11	3.33	6.67	1.11	2.22	8.89	4.44	1.11	4.44	1.11	0.00	4.44	0.00	0.00	0.00	4.44	4.44	0.00	0.00	0.00	0.00	15.56	0.00	3.33	1.11	6.67	0.00	1.11	1.11	3.33	1.11	1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.78	8.89	6.67	2.22	8.89	1.11	1.11	1.11	1.11	0.00	0.00	0.00	0.00	0.00	4.44	4.44	0.00	0.00	0.00	0.00	0.00	0.00	2.22	0.00	0.00	11.11
2005_01_05_1639614.txt	1	101	20.20	25.74	79.21	53.47	4.95	0.00	0.00	0.00	0.00	0.00	0.00	4.95	9.90	11.88	8.91	4.95	6.93	0.00	4.95	14.85	4.95	0.00	3.96	5.94	0.00	0.00	0.00	0.00	0.00	2.97	2.97	0.00	0.00	0.00	0.00	6.93	0.99	1.98	0.00	0.00	0.99	0.99	0.99	0.99	0.99	0.99	0.00	0.00	2.97	1.98	0.00	0.00	0.99	16.83	0.99	10.89	4.95	1.98	0.00	1.98	1.98	1.98	0.00	0.00	0.00	0.99	0.00	4.95	9.90	0.00	0.00	0.00	0.00	3.96	0.00	0.00	0.00	0.99	17.82
2005_01_05_1639645.txt	1	76	38.00	22.37	72.37	46.05	5.26	0.00	0.00	0.00	0.00	0.00	0.00	5.26	13.16	6.58	5.26	0.00	3.95	2.63	0.00	17.11	5.26	0.00	1.32	0.00	0.00	3.95	0.00	0.00	0.00	2.63	1.32	1.32	0.00	1.32	0.00	14.47	0.00	1.32	1.32	1.32	0.00	1.32	9.21	0.00	1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.05	2.63	10.53	6.58	5.26	2.63	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	2.63	6.58	0.00	0.00	0.00	0.00	0.00	0.00	2.63	0.00	0.00	11.84
2005_01_05_1639649.txt	1	63	31.50	36.51	82.54	41.27	4.76	3.17	0.00	0.00	0.00	0.00	3.17	1.59	4.76	6.35	6.35	3.17	1.59	0.00	3.17	19.05	3.17	0.00	3.17	0.00	0.00	4.76	0.00	0.00	0.00	6.35	3.17	3.17	3.17	0.00	0.00	12.70	3.17	1.59	3.17	1.59	0.00	0.00	3.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.57	4.76	6.35	17.46	6.35	1.59	0.00	0.00	3.17	0.00	0.00	0.00	0.00	0.00	3.17	6.35	0.00	0.00	0.00	0.00	3.17	0.00	0.00	0.00	0.00	11.11
2005_01_05_1639672.txt	1	97	48.50	40.21	67.01	37.11	6.19	0.00	0.00	0.00	0.00	0.00	0.00	6.19	5.15	10.31	6.19	6.19	4.12	0.00	2.06	12.37	3.09	0.00	0.00	2.06	0.00	3.09	0.00	0.00	0.00	5.15	1.03	4.12	1.03	1.03	2.06	12.37	0.00	6.19	0.00	1.03	0.00	2.06	2.06	0.00	1.03	0.00	1.03	0.00	0.00	0.00	0.00	0.00	0.00	9.28	0.00	6.19	3.09	10.31	6.19	2.06	0.00	3.09	0.00	0.00	0.00	0.00	0.00	2.06	9.28	0.00	0.00	0.00	0.00	0.00	0.00	4.12	0.00	0.00	15.46
2005_01_05_1639697.txt	1	113	37.67	29.20	75.22	42.48	5.31	0.00	0.00	0.00	0.00	0.00	0.00	5.31	8.85	6.19	3.54	0.88	2.65	1.77	0.88	16.81	7.96	0.00	1.77	1.77	0.00	3.54	0.00	0.00	0.00	3.54	2.65	0.88	0.00	0.00	0.00	12.39	0.00	1.77	1.77	1.77	0.00	0.88	7.08	0.00	1.77	0.00	0.88	0.88	7.96	0.00	7.96	0.00	0.00	7.96	0.88	4.42	3.54	6.19	2.65	0.00	0.00	3.54	0.00	0.00	0.00	0.00	0.88	2.65	6.19	0.00	1.77	0.00	0.00	8.85	0.00	0.88	0.00	0.88	16.81
2005_01_05_1639703.txt	1	81	27.00	34.57	74.07	45.68	3.70	1.23	0.00	0.00	0.00	0.00	1.23	2.47	12.35	6.17	2.47	2.47	3.70	0.00	3.70	17.28	1.23	0.00	4.94	4.94	0.00	9.88	0.00	0.00	0.00	4.94	2.47	2.47	0.00	1.23	0.00	6.17	0.00	1.23	0.00	1.23	0.00	0.00	2.47	1.23	2.47	0.00	2.47	0.00	0.00	0.00	0.00	0.00	0.00	14.81	4.94	4.94	4.94	9.88	1.23	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	4.94	7.41	0.00	0.00	0.00	0.00	0.00	0.00	1.23	0.00	2.47	16.05
2005_01_05_1639720.txt	1	145	29.00	35.17	82.76	46.21	6.21	2.07	0.00	0.00	0.00	0.00	2.07	4.14	6.21	11.03	7.59	2.07	5.52	0.00	0.69	17.24	5.52	0.69	2.07	2.07	0.00	8.97	0.00	0.00	2.76	6.90	3.45	3.45	0.69	0.69	1.38	15.86	2.07	3.45	0.69	0.69	0.00	0.69	6.21	2.07	0.69	0.00	0.00	0.69	5.52	0.00	2.76	0.00	2.76	9.66	0.00	5.52	4.14	2.07	4.83	1.38	0.00	2.76	0.00	0.00	0.00	0.00	0.00	3.45	8.28	0.69	0.00	0.00	0.00	5.52	0.00	0.00	0.00	0.00	15.17
2005_01_06_1639820.txt	1	78	15.60	24.36	79.49	38.46	7.69	5.13	0.00	0.00	0.00	5.13	0.00	2.56	7.69	11.54	6.41	8.97	1.28	1.28	1.28	12.82	5.13	0.00	0.00	1.28	0.00	16.67	0.00	0.00	1.28	1.28	1.28	0.00	0.00	0.00	0.00	5.13	0.00	0.00	0.00	0.00	0.00	1.28	3.85	0.00	3.85	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	24.36	3.85	6.41	12.82	6.41	2.56	1.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	6.41	0.00	0.00	0.00	0.00	2.56	0.00	11.54	0.00	0.00	26.92
2005_01_06_1639828.txt	1	81	20.25	20.99	75.31	43.21	7.41	6.17	0.00	0.00	0.00	6.17	0.00	1.23	9.88	8.64	2.47	8.64	0.00	0.00	4.94	18.52	1.23	0.00	0.00	3.70	0.00	11.11	1.23	0.00	1.23	3.70	2.47	1.23	0.00	0.00	1.23	6.17	1.23	1.23	0.00	1.23	1.23	0.00	1.23	0.00	2.47	0.00	1.23	1.23	2.47	0.00	2.47	0.00	0.00	18.52	1.23	9.88	7.41	6.17	1.23	0.00	1.23	2.47	0.00	2.47	0.00	0.00	0.00	4.94	13.58	0.00	0.00	0.00	0.00	7.41	0.00	0.00	0.00	0.00	22.22
2005_01_06_1639847.txt	1	118	39.33	31.36	82.20	42.37	5.08	0.85	0.00	0.00	0.00	0.00	0.85	4.24	11.02	6.78	3.39	1.69	3.39	0.00	0.85	16.95	3.39	0.00	0.85	6.78	0.00	9.32	0.00	0.00	1.69	0.00	0.00	0.00	0.00	0.00	0.00	11.86	2.54	3.39	0.85	1.69	0.85	0.00	2.54	0.85	2.54	0.85	1.69	0.00	2.54	0.00	2.54	0.00	0.00	13.56	2.54	5.93	5.93	8.47	5.08	0.85	0.00	2.54	0.00	0.00	0.00	0.00	0.85	2.54	4.24	0.00	0.00	0.85	0.00	3.39	0.00	0.00	0.00	0.85	11.86
2005_01_06_1639887.txt	1	82	41.00	31.71	78.05	51.22	14.63	2.44	0.00	0.00	0.00	0.00	2.44	12.20	3.66	13.41	8.54	4.88	6.10	1.22	0.00	18.29	2.44	0.00	2.44	3.66	0.00	6.10	0.00	0.00	0.00	2.44	0.00	2.44	0.00	0.00	2.44	6.10	1.22	0.00	2.44	2.44	0.00	0.00	1.22	1.22	1.22	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.00	12.20	1.22	6.10	4.88	9.76	4.88	0.00	0.00	2.44	0.00	0.00	0.00	0.00	0.00	3.66	8.54	0.00	0.00	0.00	0.00	2.44	0.00	0.00	0.00	1.22	14.63
2005_01_06_1639903.txt	1	96	48.00	30.21	75.00	46.88	2.08	0.00	0.00	0.00	0.00	0.00	0.00	2.08	10.42	5.21	4.17	0.00	4.17	0.00	4.17	16.67	1.04	1.04	7.29	7.29	0.00	0.00	0.00	0.00	0.00	2.08	2.08	0.00	0.00	0.00	0.00	13.54	1.04	3.12	1.04	2.08	1.04	2.08	2.08	1.04	2.08	0.00	0.00	2.08	1.04	0.00	0.00	0.00	1.04	16.67	2.08	11.46	3.12	7.29	5.21	0.00	1.04	0.00	0.00	0.00	0.00	0.00	0.00	2.08	6.25	0.00	0.00	0.00	0.00	0.00	0.00	1.04	0.00	1.04	10.42
2005_01_06_1639911.txt	1	101	25.25	27.72	73.27	42.57	3.96	0.00	0.00	0.00	0.00	0.00	0.00	3.96	14.85	4.95	4.95	0.99	2.97	0.99	0.00	12.87	2.97	0.99	1.98	0.99	0.00	7.92	0.00	0.99	0.99	4.95	3.96	0.99	0.00	0.00	0.00	9.90	1.98	0.99	0.00	0.00	0.00	0.00	5.94	0.99	2.97	0.99	1.98	0.00	0.99	0.00	0.99	0.00	0.00	4.95	0.99	2.97	0.99	8.91	1.98	3.96	0.00	2.97	1.98	0.00	0.00	0.00	0.00	3.96	8.91	0.00	0.00	0.00	0.00	1.98	0.00	0.99	0.00	0.00	14.85
2005_01_07_1640067.txt	1	69	23.00	30.43	84.06	47.83	5.80	1.45	0.00	0.00	0.00	0.00	1.45	4.35	11.59	7.25	5.80	2.90	4.35	0.00	1.45	15.94	2.90	0.00	2.90	4.35	0.00	11.59	0.00	0.00	0.00	2.90	2.90	0.00	0.00	0.00	0.00	11.59	1.45	4.35	0.00	0.00	1.45	0.00	1.45	1.45	2.90	0.00	0.00	2.90	0.00	0.00	0.00	0.00	0.00	11.59	2.90	5.80	2.90	7.25	2.90	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00	5.80	7.25	0.00	0.00	0.00	0.00	2.90	0.00	0.00	0.00	1.45	15.94
2005_01_07_1640092.txt	1	70	17.50	34.29	78.57	34.29	7.14	1.43	0.00	0.00	0.00	1.43	0.00	5.71	4.29	2.86	2.86	1.43	1.43	0.00	0.00	12.86	5.71	0.00	2.86	1.43	0.00	8.57	0.00	0.00	1.43	8.57	5.71	2.86	0.00	0.00	0.00	7.14	0.00	1.43	0.00	1.43	0.00	0.00	4.29	0.00	4.29	4.29	0.00	0.00	1.43	0.00	1.43	0.00	0.00	22.86	4.29	10.00	8.57	8.57	2.86	2.86	1.43	0.00	0.00	0.00	0.00	0.00	0.00	5.71	7.14	0.00	0.00	0.00	0.00	0.00	0.00	2.86	0.00	0.00	15.71
2005_01_07_1640141.txt	1	106	17.67	29.25	72.64	44.34	3.77	0.94	0.00	0.00	0.94	0.00	0.00	2.83	9.43	6.60	3.77	5.66	0.94	0.00	1.89	20.75	2.83	0.94	0.00	3.77	0.00	0.94	0.00	0.00	0.00	4.72	4.72	0.00	0.00	0.00	0.00	15.09	1.89	0.00	0.00	2.83	0.00	0.94	6.60	1.89	0.00	0.00	0.00	0.00	0.94	0.94	0.00	0.00	0.00	12.26	2.83	6.60	2.83	6.60	1.89	0.94	0.94	1.89	0.00	0.00	0.00	0.00	0.00	5.66	4.72	0.00	0.00	0.00	0.00	7.55	0.00	4.72	0.00	0.00	18.87
2005_01_07_1640181.txt	1	115	38.33	32.17	81.74	46.09	6.09	1.74	0.00	0.00	0.00	0.00	1.74	4.35	13.04	5.22	3.48	0.87	2.61	0.87	2.61	14.78	3.48	0.87	3.48	5.22	0.00	2.61	0.00	0.00	0.00	7.83	4.35	3.48	0.00	0.87	2.61	8.70	0.87	0.00	0.87	1.74	1.74	0.87	2.61	1.74	0.00	0.00	0.00	0.00	0.87	0.00	0.87	0.00	0.00	12.17	0.87	6.09	3.48	12.17	6.09	0.00	0.00	8.70	0.00	0.87	0.00	0.00	0.00	2.61	4.35	0.00	0.00	0.00	0.00	3.48	0.00	0.00	0.00	1.74	11.30
2005_01_08_1640253.txt	1	56	9.33	23.21	66.07	33.93	8.93	5.36	0.00	0.00	0.00	5.36	0.00	3.57	8.93	8.93	3.57	7.14	1.79	0.00	0.00	10.71	1.79	0.00	0.00	3.57	0.00	12.50	1.79	0.00	0.00	3.57	1.79	1.79	0.00	0.00	1.79	10.71	0.00	3.57	0.00	0.00	0.00	3.57	3.57	0.00	1.79	0.00	1.79	0.00	1.79	1.79	0.00	0.00	0.00	12.50	0.00	10.71	1.79	7.14	5.36	1.79	1.79	1.79	0.00	1.79	0.00	0.00	0.00	14.29	10.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00
2005_01_08_1640262.txt	1	78	26.00	28.21	73.08	42.31	7.69	0.00	0.00	0.00	0.00	0.00	0.00	7.69	15.38	3.85	2.56	1.28	2.56	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00	2.56	0.00	0.00	0.00	2.56	1.28	1.28	0.00	1.28	0.00	6.41	1.28	0.00	0.00	0.00	0.00	1.28	2.56	0.00	1.28	0.00	1.28	0.00	0.00	0.00	0.00	0.00	0.00	14.10	0.00	10.26	3.85	7.69	3.85	0.00	1.28	8.97	0.00	0.00	0.00	0.00	0.00	6.41	2.56	0.00	0.00	0.00	0.00	0.00	0.00	1.28	0.00	0.00	10.26
2005_01_08_1640264.txt	1	106	17.67	33.02	84.91	47.17	7.55	1.89	0.00	1.89	0.00	0.00	0.00	5.66	8.49	9.43	5.66	4.72	3.77	0.94	0.94	16.04	1.89	0.94	4.72	0.94	0.00	10.38	0.00	0.00	0.94	3.77	3.77	0.00	0.00	0.00	0.00	14.15	2.83	2.83	0.94	0.00	0.94	0.94	3.77	1.89	1.89	0.00	1.89	0.00	0.00	0.00	0.00	0.00	0.00	17.92	0.94	7.55	9.43	4.72	0.94	0.00	0.00	4.72	0.00	0.00	0.00	0.00	0.00	5.66	4.72	0.00	0.00	0.00	0.00	1.89	0.00	7.55	0.00	0.00	19.81
2005_01_08_1640265.txt	1	74	37.00	37.84	63.51	45.95	8.11	0.00	0.00	0.00	0.00	0.00	0.00	8.11	12.16	6.76	5.41	4.05	0.00	2.70	0.00	17.57	1.35	0.00	1.35	1.35	0.00	0.00	0.00	0.00	0.00	2.70	1.35	1.35	0.00	1.35	0.00	9.46	2.70	0.00	1.35	0.00	0.00	0.00	4.05	1.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.81	2.70	5.41	2.70	5.41	0.00	0.00	0.00	2.70	0.00	0.00	0.00	0.00	0.00	2.70	6.76	0.00	0.00	0.00	0.00	10.81	0.00	1.35	0.00	0.00	18.92
2005_01_08_1640266.txt	1	65	16.25	29.23	87.69	41.54	4.62	0.00	0.00	0.00	0.00	0.00	0.00	4.62	10.77	10.77	7.69	6.15	4.62	0.00	0.00	7.69	4.62	3.08	3.08	0.00	0.00	9.23	0.00	1.54	3.08	3.08	1.54	1.54	1.54	0.00	0.00	13.85	1.54	3.08	0.00	1.54	0.00	1.54	4.62	3.08	1.54	0.00	1.54	0.00	13.85	1.54	10.77	1.54	1.54	10.77	1.54	3.08	6.15	3.08	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.23	7.69	0.00	0.00	0.00	0.00	0.00	0.00	1.54	0.00	0.00	18.46
